1619827200000,2773.16,2780.00,2762.52,2774.67,29968.987,1619828099999,83122260.51652,27072,14396.460,39937266.41783,0
1619828100000,2774.67,2776.61,2762.52,2773.20,19295.604,1619828999999,53472868.47610,19106,7889.641,21866323.79445,0
1619829000000,2773.20,2774.00,2765.62,2768.53,10958.068,1619829899999,30351581.11624,13476,4744.227,13141531.20954,0
1619829900000,2768.54,2774.00,2763.63,2770.13,11539.989,1619830799999,31952594.64679,14114,5930.969,16423139.59971,0
1619830800000,2770.13,2770.13,2754.04,2761.34,16360.432,1619831699999,45140837.37090,18296,7502.945,20701269.93608,0
1619831700000,2761.33,2766.00,2759.87,2765.34,9570.334,1619832599999,26442740.55303,12154,4800.044,13263477.99807,0
1619832600000,2765.34,2780.00,2762.55,2778.61,19089.761,1619833499999,52922290.12165,18003,10270.527,28472779.94237,0
1619833500000,2778.60,2807.35,2768.76,2806.70,44210.765,1619834399999,123106078.26853,35599,26943.750,75062347.61236,0
1619834400000,2806.88,2843.40,2800.36,2836.47,102728.011,1619835299999,290214246.11292,96738,51524.343,145541569.85444,0
1619835300000,2836.46,2842.05,2830.35,2831.86,25402.424,1619836199999,72016319.78757,26700,11990.951,33997121.10079,0
1619836200000,2832.00,2838.81,2825.00,2831.09,21228.925,1619837099999,60073257.31308,23173,10104.133,28597680.15875,0
1619837100000,2831.08,2836.80,2823.42,2827.74,19330.024,1619837999999,54685793.18288,20446,10039.252,28404956.29550,0
1619838000000,2827.74,2833.49,2824.47,2827.72,9647.533,1619838899999,27290150.68459,13502,4969.362,14059300.09429,0
1619838900000,2827.71,2841.06,2827.53,2840.51,14280.858,1619839799999,40473017.68281,16129,9024.670,25580507.20845,0
1619839800000,2840.51,2851.94,2836.12,2846.78,36059.831,1619840699999,102607443.13366,30273,19563.888,55673483.43290,0
1619840700000,2846.46,2848.60,2840.00,2841.11,12894.104,1619841599999,36682454.82717,14710,5488.147,15615188.11649,0
1619841600000,2841.29,2847.55,2835.45,2845.60,16322.278,1619842499999,46388003.65340,16611,7807.249,22191529.62074,0
1619842500000,2845.61,2847.55,2838.48,2844.48,11590.453,1619843399999,32959585.82089,14452,5571.088,15841017.70418,0
1619843400000,2844.45,2845.16,2833.73,2841.54,15826.677,1619844299999,44941033.87991,15921,5983.230,16991599.62937,0
1619844300000,2841.53,2847.50,2838.00,2846.42,11571.304,1619845199999,32903854.01951,12747,6180.799,17576118.57517,0
1619845200000,2846.34,2852.66,2840.00,2852.56,16581.103,1619846099999,47195051.91293,16223,9375.324,26690222.73349,0
1619846100000,2852.57,2873.45,2851.86,2864.51,50432.102,1619846999999,144387533.56308,44918,27360.726,78331253.37598,0
1619847000000,2864.51,2870.39,2857.21,2857.37,17432.759,1619847899999,49926803.37039,19968,7460.970,21370940.78724,0
1619847900000,2857.37,2861.04,2851.00,2853.01,18604.883,1619848799999,53122396.27502,17962,8078.892,23068941.15754,0
1619848800000,2853.01,2857.72,2842.71,2856.12,20260.000,1619849699999,57734792.62770,20038,9508.238,27103178.84855,0
1619849700000,2856.12,2860.28,2852.14,2859.39,9446.378,1619850599999,26975561.31512,10893,4676.417,13355647.81221,0
1619850600000,2859.39,2867.70,2859.12,2861.88,16109.796,1619851499999,46118877.57447,16108,8132.324,23280443.01622,0
1619851500000,2861.89,2870.00,2853.82,2856.13,20936.082,1619852399999,59915435.32271,19193,9661.246,27652785.93702,0
1619852400000,2856.12,2867.00,2846.00,2847.08,20948.978,1619853299999,59821924.39807,18937,9009.950,25736045.32603,0
1619853300000,2847.07,2860.00,2846.60,2851.57,16250.046,1619854199999,46401928.66683,14943,7499.823,21416078.16353,0
1619854200000,2851.57,2861.63,2850.75,2851.00,12101.073,1619855099999,34550232.48447,12802,5720.408,16333523.49097,0
1619855100000,2851.00,2863.87,2849.40,2861.85,20501.092,1619855999999,58531675.62991,16572,11582.397,33074253.87332,0
1619856000000,2861.88,2869.99,2861.35,2866.59,27954.086,1619856899999,80116544.59479,22537,12074.948,34607861.78436,0
1619856900000,2866.57,2866.58,2853.66,2861.63,23916.787,1619857799999,68383538.50908,17759,11225.969,32098775.03869,0
1619857800000,2861.62,2861.70,2845.17,2848.61,22608.705,1619858699999,64463342.57760,18501,10937.941,31191263.98703,0
1619858700000,2848.62,2854.43,2832.49,2833.60,33548.862,1619859599999,95403874.01368,24498,13095.517,37252654.19471,0
1619859600000,2833.59,2838.45,2808.42,2826.88,66819.412,1619860499999,188667500.52654,51190,32755.593,92509156.84443,0
1619860500000,2826.87,2839.54,2821.04,2837.59,22093.780,1619861399999,62564920.85050,21945,11971.229,33899492.82852,0
1619861400000,2837.59,2846.15,2836.77,2841.60,17836.824,1619862299999,50673782.19988,17534,9764.246,27742318.37020,0
1619862300000,2841.60,2841.60,2826.94,2835.11,15485.124,1619863199999,43877054.26621,15929,7037.783,19940632.69687,0
1619863200000,2835.10,2837.50,2826.38,2830.17,12300.693,1619864099999,34844217.37768,14148,6170.323,17480257.43613,0
